,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
44,,1824788,[],CHEMBL913851,Inhibition of Erk2,B,BAO_0000192,BAO_0000357,single protein format,N#Cc1ncc2nc1OCCCCCOc1cc(CCCO)c(Cl)cc1NC(=O)N2,,,CHEMBL1142994,J. Med. Chem.,2007.0,,CHEMBL223367,,CHEMBL223367,,False,http://www.openphacts.org/units/Nanomolar,628447,>,1,True,>,,Ki,nM,,10000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,10.0
45,,1960628,[],CHEMBL892536,Inhibition of ERK,B,BAO_0000192,BAO_0000357,single protein format,NC1=NC(=O)/C(=C/c2ccc3ncccc3c2)S1,,,CHEMBL1147195,Bioorg. Med. Chem. Lett.,2007.0,,CHEMBL396377,,CHEMBL396377,,False,http://www.openphacts.org/units/Nanomolar,649338,>,1,True,>,,Ki,nM,,2000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,2.0
46,,1960629,[],CHEMBL892536,Inhibition of ERK,B,BAO_0000192,BAO_0000357,single protein format,O=C1N=C(N[C@@H]2C[C@H]2c2ccccc2)S/C1=C\c1ccc2ncccc2c1,,,CHEMBL1147195,Bioorg. Med. Chem. Lett.,2007.0,"{'bei': '17.92', 'le': '0.34', 'lle': '2.31', 'sei': '12.25'}",CHEMBL235345,,CHEMBL235345,6.66,False,http://www.openphacts.org/units/Nanomolar,649371,=,1,True,=,,Ki,nM,,220.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,0.22
47,,1960630,[],CHEMBL892536,Inhibition of ERK,B,BAO_0000192,BAO_0000357,single protein format,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,,,CHEMBL1147195,Bioorg. Med. Chem. Lett.,2007.0,"{'bei': '16.22', 'le': '0.32', 'lle': '1.64', 'sei': '10.49'}",CHEMBL393929,,CHEMBL393929,5.70,False,http://www.openphacts.org/units/Nanomolar,649347,=,1,True,=,,Ki,nM,,2000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,2.0
48,,2051619,[],CHEMBL941757,Inhibition of ERK2,B,BAO_0000192,BAO_0000357,single protein format,N#Cc1ncc2nc1OCCCCOc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2,,,CHEMBL1140564,Bioorg. Med. Chem. Lett.,2007.0,,CHEMBL248757,,CHEMBL248757,,False,http://www.openphacts.org/units/Nanomolar,680853,>,1,True,>,,Ki,nM,,8750.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,8.75
49,,2136950,[],CHEMBL939354,Inhibition of ERK2,B,BAO_0000192,BAO_0000357,single protein format,Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,,,CHEMBL1145498,Proc. Natl. Acad. Sci. U.S.A.,2007.0,"{'bei': '19.88', 'le': '0.36', 'lle': '3.59', 'sei': '6.66'}",CHEMBL259551,,CHEMBL259551,6.51,False,http://www.openphacts.org/units/Nanomolar,705177,=,1,True,=,,Ki,nM,,310.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,310.0
50,,2136952,[],CHEMBL939356,Binding affinity to ERK2,B,BAO_0000192,BAO_0000357,single protein format,Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,,,CHEMBL1145498,Proc. Natl. Acad. Sci. U.S.A.,2007.0,"{'bei': '19.88', 'le': '0.36', 'lle': '3.59', 'sei': '6.66'}",CHEMBL259551,,CHEMBL259551,6.51,False,http://www.openphacts.org/units/Nanomolar,705177,=,1,True,=,,Ki,nM,,310.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,310.0
51,,2137084,[],CHEMBL939354,Inhibition of ERK2,B,BAO_0000192,BAO_0000357,single protein format,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,CHEMBL1145498,Proc. Natl. Acad. Sci. U.S.A.,2007.0,"{'bei': '16.00', 'le': '0.43', 'lle': '7.05', 'sei': '4.96'}",CHEMBL99203,IODOTUBERCIDIN,CHEMBL99203,6.28,False,http://www.openphacts.org/units/Nanomolar,705203,=,1,True,=,,Ki,nM,,530.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,530.0
52,,2619055,[],CHEMBL1035826,Inhibition of human ERK2 by IMAP assay,B,BAO_0000192,BAO_0000357,single protein format,C=CCc1c(C)nc2sc3c(N)ncnc3c2c1C,,,CHEMBL1154537,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL463119,,CHEMBL463119,,False,http://www.openphacts.org/units/Nanomolar,777609,>,1,True,>,,Ki,nM,,5000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,5000.0
53,,2639187,[],CHEMBL1022930,Inhibition of ERK2,B,BAO_0000192,BAO_0000357,single protein format,O[C@H]1CC[C@H](Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,,,CHEMBL1136908,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL494221,,CHEMBL494221,,False,http://www.openphacts.org/units/Nanomolar,756670,>,1,True,>,,Ki,nM,,4000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,4000.0
54,Not Determined,2639188,[],CHEMBL1022930,Inhibition of ERK2,B,BAO_0000192,BAO_0000357,single protein format,FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCNCC4)nn23)c1,,,CHEMBL1136908,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL493169,,CHEMBL493169,,False,,756435,,1,False,,,Ki,,,,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,,,,
55,,2722265,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,O=C1/C(=N\O)c2c(-c3cccc(F)c3)cccc2N1Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,"{'bei': '10.98', 'le': '0.20', 'lle': '0.42', 'sei': '6.50'}",CHEMBL557003,,CHEMBL557003,4.64,False,http://www.openphacts.org/units/Nanomolar,829421,=,1,True,=,,Ki,nM,,23000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,23.0
56,,2722266,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,O=C1/C(=N\O)c2c(-c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,"{'bei': '11.38', 'le': '0.21', 'lle': '0.52', 'sei': '6.45'}",CHEMBL549385,,CHEMBL549385,4.60,False,http://www.openphacts.org/units/Nanomolar,830330,=,1,True,=,,Ki,nM,,25000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,25.0
57,,2722277,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1ccc2c(c1)N(Cc1cc(F)cc3c1OCOC3)C(=O)/C2=N\O,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL551140,,CHEMBL551140,,False,http://www.openphacts.org/units/Nanomolar,830150,>,1,True,>,,Ki,nM,,50000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,50.0
58,,2722285,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,O=C1/C(=N\O)c2c(Br)cccc2N1Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL563057,,CHEMBL563057,,False,http://www.openphacts.org/units/Nanomolar,830329,>,1,True,>,,Ki,nM,,15000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,15.0
59,,2722286,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,O=C1/C(=N\O)c2c(-c3ccc(F)cc3)cccc2N1Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL564447,,CHEMBL564447,,False,http://www.openphacts.org/units/Nanomolar,829422,>,1,True,>,,Ki,nM,,15000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,15.0
60,,2722287,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,COC(=O)c1cccc2c1/C(=N/O)C(=O)N2Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL559687,,CHEMBL559687,,False,http://www.openphacts.org/units/Nanomolar,829424,>,1,True,>,,Ki,nM,,15000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,15.0
61,,2722288,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cccc2c1/C(=N/O)C(=O)N2Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL557012,,CHEMBL557012,,False,http://www.openphacts.org/units/Nanomolar,829425,>,1,True,>,,Ki,nM,,15000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,15.0
62,,2722289,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,O=C1/C(=N\O)c2c(CCc3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL559885,,CHEMBL559885,,False,http://www.openphacts.org/units/Nanomolar,829478,>,1,True,>,,Ki,nM,,15000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,15.0
63,,2722290,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,C=Cc1cccc2c1/C(=N/O)C(=O)N2Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL564389,,CHEMBL564389,,False,http://www.openphacts.org/units/Nanomolar,829479,>,1,True,>,,Ki,nM,,15000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,15.0
64,,2722291,[],CHEMBL1063581,Inhibition of ERK2 by spectrophotometric coupled enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,CCc1cccc2c1/C(=N/O)C(=O)N2Cc1cc(F)cc2c1OCOC2,,,CHEMBL1153595,Bioorg. Med. Chem. Lett.,2009.0,,CHEMBL554060,,CHEMBL554060,,False,http://www.openphacts.org/units/Nanomolar,829480,>,1,True,>,,Ki,nM,,15000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,15.0
65,,2938342,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,COc1cccc(Nc2ncc(C)c(-c3c[nH]c(C(=O)N[C@H](CO)c4cccc(Cl)c4)c3)n2)c1OC,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '16.78', 'le': '0.32', 'lle': '3.86', 'sei': '7.02'}",CHEMBL569181,,CHEMBL569181,8.52,False,http://www.openphacts.org/units/Nanomolar,853644,=,1,True,=,,Ki,nM,,3.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,3.0
66,,2938343,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2cccc3c2OCCO3)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '15.46', 'le': '0.30', 'lle': '3.41', 'sei': '6.45'}",CHEMBL571722,,CHEMBL571722,7.82,False,http://www.openphacts.org/units/Nanomolar,853578,=,1,True,=,,Ki,nM,,15.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,15.0
67,,2938344,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2cccc3c2OC(F)(F)O3)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL576683,,CHEMBL576683,,False,http://www.openphacts.org/units/Nanomolar,853773,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
68,,2938345,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2cccc3c2OCO3)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL571484,,CHEMBL571484,,False,http://www.openphacts.org/units/Nanomolar,853751,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
69,,2938346,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2cccc3c2CCCC3)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '15.71', 'le': '0.30', 'lle': '2.37', 'sei': '7.66'}",CHEMBL570111,,CHEMBL570111,7.89,False,http://www.openphacts.org/units/Nanomolar,853741,=,1,True,=,,Ki,nM,,13.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,13.0
70,,2938347,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2cccc3c2CCC3)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL568937,,CHEMBL568937,,False,http://www.openphacts.org/units/Nanomolar,853730,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
71,,2938348,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,CCc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)n1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL571056,,CHEMBL571056,,False,http://www.openphacts.org/units/Nanomolar,853693,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
72,,2938349,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccc(Cl)cc2F)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '16.59', 'le': '0.33', 'lle': '2.87', 'sei': '8.06'}",CHEMBL576048,,CHEMBL576048,8.30,False,http://www.openphacts.org/units/Nanomolar,853643,=,1,True,=,,Ki,nM,,5.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,5.0
73,,2938350,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL583042,,CHEMBL583042,,False,http://www.openphacts.org/units/Nanomolar,853617,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
74,,2938351,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cc(Cl)ccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)n1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '16.72', 'le': '0.33', 'lle': '2.70', 'sei': '8.06'}",CHEMBL568483,,CHEMBL568483,8.30,False,http://www.openphacts.org/units/Nanomolar,853602,=,1,True,=,,Ki,nM,,5.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,5.0
75,,2938352,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2cccc(F)c2C)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '15.56', 'le': '0.30', 'lle': '2.38', 'sei': '7.26'}",CHEMBL582829,,CHEMBL582829,7.47,False,http://www.openphacts.org/units/Nanomolar,853567,=,1,True,=,,Ki,nM,,34.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,34.0
76,,2938353,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2cccc(C)c2C)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL572157,,CHEMBL572157,,False,http://www.openphacts.org/units/Nanomolar,853547,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
77,,2938354,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)n1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL571031,,CHEMBL571031,,False,http://www.openphacts.org/units/Nanomolar,853461,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
78,,2938355,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cccc([C@@H](CO)NC(=O)c2cc(-c3nc(Nc4ccccc4)ncc3C)c[nH]2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL565460,,CHEMBL565460,,False,http://www.openphacts.org/units/Nanomolar,853448,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
79,,2938356,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL577193,,CHEMBL577193,,False,http://www.openphacts.org/units/Nanomolar,853441,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
80,,2938357,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(F)c2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL569869,,CHEMBL569869,,False,http://www.openphacts.org/units/Nanomolar,853546,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
81,,2938358,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)N[C@@H](CO)c2ccccc2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '14.93', 'le': '0.27', 'lle': '2.18', 'sei': '6.00'}",CHEMBL570367,,CHEMBL570367,6.17,False,http://www.openphacts.org/units/Nanomolar,853521,=,1,True,=,,Ki,nM,,670.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,670.0
82,,2938359,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccccc2O)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '19.55', 'le': '0.36', 'lle': '4.71', 'sei': '6.82'}",CHEMBL570366,,CHEMBL570366,8.40,False,http://www.openphacts.org/units/Nanomolar,853520,=,1,True,=,,Ki,nM,,4.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,4.0
83,,2938360,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccccc2C(F)(F)F)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '17.44', 'le': '0.33', 'lle': '3.39', 'sei': '8.16'}",CHEMBL571030,,CHEMBL571030,8.40,False,http://www.openphacts.org/units/Nanomolar,853460,=,1,True,=,,Ki,nM,,4.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,4.0
84,,2938361,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccccc2F)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL572162,,CHEMBL572162,,False,http://www.openphacts.org/units/Nanomolar,853410,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
85,,2938362,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,CCc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1,,,CHEMBL1154622,J. Med. Chem.,2009.0,"{'bei': '19.30', 'le': '0.35', 'lle': '3.97', 'sei': '8.28'}",CHEMBL572361,,CHEMBL572361,8.52,False,http://www.openphacts.org/units/Nanomolar,853536,=,1,True,=,,Ki,nM,,3.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,3.0
86,,2938363,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL584754,,CHEMBL584754,,False,http://www.openphacts.org/units/Nanomolar,853535,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
87,,2938364,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccccc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL571038,,CHEMBL571038,,False,http://www.openphacts.org/units/Nanomolar,853483,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
88,,2938365,[],CHEMBL1044904,Inhibition of ERK2 after 10 mins by spectrophotometric coupled-enzyme assay,B,BAO_0000192,BAO_0000357,single protein format,Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1,,,CHEMBL1154622,J. Med. Chem.,2009.0,,CHEMBL565459,,CHEMBL565459,,False,http://www.openphacts.org/units/Nanomolar,853447,<,1,True,<,,Ki,nM,,2.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,nM,UO_0000065,,2.0
89,,3304855,[],CHEMBL1120000,Inhibition of ERK2,B,BAO_0000192,BAO_0000357,single protein format,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,,,CHEMBL1155519,J. Med. Chem.,2010.0,,CHEMBL482967,CYC-116,CHEMBL482967,,False,http://www.openphacts.org/units/Nanomolar,915534,>,1,True,>,,Ki,nM,,10000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,10.0
90,,6166993,[],CHEMBL1768879,Inhibition of ERK2,B,BAO_0000192,BAO_0000357,single protein format,CNc1cncc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCC[C@H]4CN4CCCC4)cc3)c2)n1,,,CHEMBL1765075,J. Med. Chem.,2011.0,,CHEMBL1765781,,CHEMBL1765781,,False,http://www.openphacts.org/units/Nanomolar,1416487,>,1,True,>,,Ki,nM,,2000.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,Ki,uM,UO_0000065,,2.0
